"csv_file_name","question_name","ï..id","questionusageid","slot","behaviour","questionid","variant","maxmark","minfraction","maxfraction","flagged","questionsummary","rightanswer","responsesummary","timemodified","questionattemptid","sequencenumber","state","fraction","timecreated","userid","firstname","lastname","username","attempt_number","group"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797088,54971,6,"deferredfeedback",30075,5,2,0,1,0,"\({\left[ \frac{1}{3\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1626017267; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1626017267; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606229879,733140,2,"gradedright",1,1606229879,290,"anonfirstname167","anonlastname167","anon167",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797115,54972,6,"deferredfeedback",30075,7,2,0,1,0,"\({\left[ \frac{1}{3\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606233601,733149,2,"gradedright",1,1606233600,293,"anonfirstname170","anonlastname170","anon170",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797142,54973,6,"deferredfeedback",30075,4,2,0,1,0,"\({\left[ \frac{1}{4\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606208144,733158,2,"gradedright",1,1606208143,294,"anonfirstname171","anonlastname171","anon171",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797170,54974,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606139763,733167,2,"gradedright",1,1606139763,296,"anonfirstname173","anonlastname173","anon173",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797199,54975,6,"deferredfeedback",30075,2,2,0,1,0,"\({\left[ \frac{1}{4\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606176791,733176,2,"gradedright",1,1606176791,297,"anonfirstname174","anonlastname174","anon174",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798730,55037,6,"deferredfeedback",30075,7,2,0,1,0,"\({\left[ \frac{1}{3\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606349342,733674,2,"gradedright",1,1606349342,297,"anonfirstname174","anonlastname174","anon174",2,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797283,54978,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606232552,733203,2,"gradedright",1,1606232552,300,"anonfirstname177","anonlastname177","anon177",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1794008,54860,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606078461,732141,2,"gradedright",1,1606078461,140,"anonfirstname18","anonlastname18","anon18",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798453,55027,6,"deferredfeedback",30075,6,2,0,1,0,"\({\left[ \frac{1}{2\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606303857,733584,2,"gradedright",1,1606303857,140,"anonfirstname18","anonlastname18","anon18",2,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797338,54980,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606226844,733221,2,"gradedright",1,1606226844,303,"anonfirstname180","anonlastname180","anon180",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797365,54981,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606212952,733230,2,"gradedright",1,1606212951,306,"anonfirstname183","anonlastname183","anon183",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797393,54982,6,"deferredfeedback",30075,4,2,0,1,0,"\({\left[ \frac{1}{4\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606229223,733239,2,"gradedright",1,1606229223,307,"anonfirstname184","anonlastname184","anon184",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797420,54983,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606125205,733248,2,"gradedright",1,1606125205,308,"anonfirstname185","anonlastname185","anon185",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797480,54985,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606233482,733266,2,"gradedright",1,1606233482,310,"anonfirstname187","anonlastname187","anon187",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798759,55038,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606296847,733683,2,"gradedright",1,1606296846,310,"anonfirstname187","anonlastname187","anon187",2,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797509,54986,6,"deferredfeedback",30075,5,2,0,1,0,"\({\left[ \frac{1}{3\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1626017267; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1626017267; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1605653061,733275,2,"gradedwrong",0,1605653060,311,"anonfirstname188","anonlastname188","anon188",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1794037,54861,6,"deferredfeedback",30075,6,2,0,1,0,"\({\left[ \frac{1}{2\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1606146565,732150,2,"gradedpartial",0.5,1606146565,141,"anonfirstname19","anonlastname19","anon19",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797571,54988,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606181013,733293,3,"gradedright",1,1606181012,314,"anonfirstname191","anonlastname191","anon191",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798787,55039,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606311115,733692,2,"gradedright",1,1606311114,314,"anonfirstname191","anonlastname191","anon191",2,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797598,54989,6,"deferredfeedback",30075,4,2,0,1,0,"\({\left[ \frac{1}{4\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606200973,733302,2,"gradedright",1,1606200973,315,"anonfirstname192","anonlastname192","anon192",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797627,54990,6,"deferredfeedback",30075,6,2,0,1,0,"\({\left[ \frac{1}{2\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606087149,733311,2,"gradedright",1,1606087149,317,"anonfirstname194","anonlastname194","anon194",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797656,54991,6,"deferredfeedback",30075,2,2,0,1,0,"\({\left[ \frac{1}{4\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606153398,733320,3,"gradedright",1,1606153398,318,"anonfirstname195","anonlastname195","anon195",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797684,54992,6,"deferredfeedback",30075,6,2,0,1,0,"\({\left[ \frac{1}{2\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606231192,733329,2,"gradedright",1,1606231192,319,"anonfirstname196","anonlastname196","anon196",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798814,55040,6,"deferredfeedback",30075,4,2,0,1,0,"\({\left[ \frac{1}{4\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606312727,733701,2,"gradedright",1,1606312727,319,"anonfirstname196","anonlastname196","anon196",2,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797713,54993,6,"deferredfeedback",30075,2,2,0,1,0,"\({\left[ \frac{1}{4\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606233602,733338,2,"gradedright",1,1606233601,320,"anonfirstname197","anonlastname197","anon197",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797744,54994,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606230729,733347,3,"gradedright",1,1606230729,321,"anonfirstname198","anonlastname198","anon198",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797771,54995,6,"deferredfeedback",30075,1,2,0,1,0,"\({\left[ \frac{1}{2\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1885951117; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1885951117; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605688800,733356,2,"gradedpartial",0.5,1605688799,322,"anonfirstname199","anonlastname199","anon199",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1794068,54862,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605613955,732159,2,"gradedright",1,1605613955,142,"anonfirstname20","anonlastname20","anon20",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797828,54997,6,"deferredfeedback",30075,2,2,0,1,0,"\({\left[ \frac{1}{4\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1520351876; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605602074,733374,3,"gradedright",1,1605602073,324,"anonfirstname201","anonlastname201","anon201",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797858,54998,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605612775,733383,3,"gradedright",1,1605612774,325,"anonfirstname202","anonlastname202","anon202",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797885,54999,6,"deferredfeedback",30075,3,2,0,1,0,"\({\left[ \frac{1}{4\,n+3} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 409919109; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606225186,733392,2,"gradedright",1,1606225186,326,"anonfirstname203","anonlastname203","anon203",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798842,55041,6,"deferredfeedback",30075,6,2,0,1,0,"\({\left[ \frac{1}{2\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606300388,733710,2,"gradedright",1,1606300388,326,"anonfirstname203","anonlastname203","anon203",2,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797914,55000,6,"deferredfeedback",30075,4,2,0,1,0,"\({\left[ \frac{1}{4\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606163043,733401,2,"gradedright",1,1606163042,327,"anonfirstname204","anonlastname204","anon204",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797945,55001,6,"deferredfeedback",30075,7,2,0,1,0,"\({\left[ \frac{1}{3\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606230333,733410,3,"gradedright",1,1606230333,328,"anonfirstname205","anonlastname205","anon205",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1797973,55002,6,"deferredfeedback",30075,7,2,0,1,0,"\({\left[ \frac{1}{3\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1334387192; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606177153,733419,2,"gradedright",1,1606177153,329,"anonfirstname206","anonlastname206","anon206",1,"Group GC"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798028,55004,6,"deferredfeedback",30075,4,2,0,1,0,"\({\left[ \frac{1}{4\,n+2} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1343654427; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606228476,733437,2,"gradedright",1,1606228476,331,"anonfirstname208","anonlastname208","anon208",1,"Group CG"
"../data-raw/study2/attempts_FarC2.csv","FarC2",1798058,55005,6,"deferredfeedback",30075,6,2,0,1,0,"\({\left[ \frac{1}{2\,n+4} , \mbox{Decreasing} , \mbox{Bounded} \right]}\)","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2022228899; ans1: ""Decreasing"" [score]; ans2: ""Bounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606139238,733446,2,"gradedright",1,1606139237,332,"anonfirstname209","anonlastname209","anon209",1,"Group GC"
